Jaccard;length_real;length_calc;user;length_dif
0.083;12441;9550;259480;2891
0.468;80022;60329;259487;19693
0.0;0;0;259490;0
0.065;110872;20718;259498;90154
0.134;34212;9782;259533;24430
0.088;89810;38400;259556;51410
0.064;102953;38355;259566;64598
0.829;6681;5203;259577;1478
0.0;0;0;259599;0
0.28;1205800;355670;259605;850130
0.0;0;0;259614;0
0.43;81479;49516;259690;31963
0.198;105342;72221;259725;33121
0.284;942574;345091;259741;597483
0.0;0;0;259745;0
0.874;33097;25770;259748;7327
0.164;182046;46521;259908;135525
0.01;265192;70328;259945;194864
0.0;0;0;259962;0
0.22;363260;124030;259970;239230
0.561;70212;63501;259984;6711
0.183;77534;20758;259985;56776
0.0;0;0;259988;0
0.151;325263;129479;259996;195784
0.321;235966;63674;259999;172292
0.196;214502;53183;260011;161319
0.0;0;0;260023;0
0.0;0;0;260056;0
0.0;0;0;260082;0
0.0;0;0;260092;0
0.746;49603;44576;260102;5027
0.0;0;0;260109;0
0.143;469448;145106;260139;324342
0.091;131692;33493;260202;98199
0.279;281661;110076;260229;171585
0.0;0;0;260275;0
0.0;0;0;260288;0
0.0;0;0;260337;0
0.631;82557;70039;260375;12518
0.0;0;0;260395;0
0.343;211768;96545;260458;115223
0.0;0;0;260511;0
0.545;3010;2334;260520;676
0.0;0;0;260557;0
0.175;234955;81355;260558;153600
0.448;355891;144718;260591;211173
1.0;5813;5813;260596;0
0.436;3378;2745;260619;633
0.0;0;0;260624;0
0.53;121358;97133;260667;24225
0.329;324201;206391;260677;117810
0.335;87443;57064;260680;30379
0.124;135013;36561;260702;98452
0.355;36791;7219;260705;29572
0.0;0;0;260715;0
0.412;61418;34676;260737;26742
0.156;248273;150771;260747;97502
0.447;367556;193524;260760;174032
0.963;131853;52711;260776;79142
0.457;194996;123799;260796;71197
0.138;139012;30180;260799;108832
0.53;68826;60301;260814;8525
0.531;186859;101668;260827;85191
0.278;455804;155661;260838;300143
0.742;136757;104650;260869;32107
0.138;297144;87213;260889;209931
0.0;0;0;260912;0
0.399;49447;28088;260919;21359
0.307;278046;137269;260936;140777
0.0;0;0;260939;0
0.338;1853868;487778;260941;1366090
0.352;209189;126357;260944;82832
0.857;19285;10274;260959;9011
0.168;25507;4349;261003;21158
1.0;5419;5419;261014;0
0.0;0;0;261044;0
0.129;379915;132504;261173;247411
0.052;403659;116918;261181;286741
0.752;110549;77811;261192;32738
0.906;50443;47365;261198;3078
0.129;14684;2380;261214;12304
0.346;244001;127303;261235;116698
0.452;471386;281355;261238;190031
0.201;576303;79887;261240;496416
0.46;979859;429380;261281;550479
0.424;178680;92692;261283;85988
0.0;0;0;261308;0
0.0;0;0;261358;0
0.902;11636;11036;261387;600
0.632;14594;11732;261391;2862
0.623;82355;60524;261427;21831
0.148;74761;58309;261475;16452
0.199;94013;19590;261499;74423
0.486;16110;11236;261501;4874
0.179;303724;83486;261520;220238
0.38;72464;53250;261535;19214
0.367;95415;58410;261538;37005
0.222;75420;14630;261554;60790
1.0;6991;6991;261559;0
0.503;140162;79452;261560;60710
0.323;139213;58828;261566;80385
0.0;0;0;261582;0
0.49;250677;114333;261587;136344
0.779;8360;7649;261590;711
0.05;32251;10074;261606;22177
0.136;293851;86458;261607;207393
0.0;0;0;261608;0
0.0;0;0;261637;0
0.342;362204;221176;261650;141028
0.129;537599;197952;261672;339647
0.519;109212;64079;261674;45133
0.0;0;0;261699;0
0.422;250565;89811;261701;160754
0.565;145870;108258;261753;37612
0.105;92194;28635;261756;63559
0.331;119419;76398;261763;43021
0.0;0;0;261772;0
0.0;0;0;261773;0
0.302;50799;46982;261808;3817
0.215;68084;31346;261828;36738
0.063;96652;22947;261871;73705
0.254;70440;51320;261873;19120
0.231;271137;79537;261917;191600
0.53;74681;53146;261919;21535
0.907;22184;20062;261922;2122
0.102;226095;46959;261940;179136
0.183;844704;224621;261946;620083
0.333;40380;15923;261978;24457
0.848;13249;6633;261994;6616
0.0;0;0;261997;0
0.431;265893;155933;262002;109960
0.713;278826;176901;262008;101925
0.203;407701;120400;262009;287301
0.302;214852;102963;262013;111889
0.0;0;0;262037;0
1.0;5771;5771;262055;0
0.0;0;0;262075;0
0.232;45066;25407;262093;19659
0.0;0;0;262112;0
0.182;28889;13279;262114;15610
0.059;44343;15383;262152;28960
0.473;64749;51185;262169;13564
0.255;457429;162596;262181;294833
1.0;1093;1093;262183;0
0.33;835288;300939;262195;534349
0.293;69822;35752;262200;34070
0.154;37174;9487;262208;27687
0.215;1790617;401344;262230;1389273
0.055;35308;13344;262234;21964
0.473;128772;68847;262267;59925
0.265;35710;10094;262272;25616
1.0;0;0;262277;0
0.0;0;0;262289;0
0.645;39726;27626;262300;12100
0.241;10836;9296;262330;1540
0.62;147251;98595;262331;48656
0.0;0;0;262340;0
0.281;63808;51353;262341;12455
0.304;149197;86524;262344;62673
0.0;0;0;262348;0
0.072;102325;25705;262350;76620
0.0;0;0;262351;0
0.059;36178;13248;262354;22930
0.295;40034;16196;262359;23838
0.364;84434;56575;262360;27859
0.172;540902;157041;262378;383861
0.273;173042;76579;262382;96463
0.512;222656;104484;262402;118172
1.0;774;774;262404;0
0.259;201851;75207;262417;126644
0.0;0;0;262418;0
0.135;610010;198532;262425;411478
0.254;198170;89481;262467;108689
0.247;140886;60162;262474;80724
0.251;191377;102258;262475;89119
0.155;553066;187243;262482;365823
0.473;157699;112896;262502;44803
0.303;229988;141981;262507;88007
0.21;303346;127299;262514;176047
0.54;77733;56545;262521;21188
0.923;10575;7734;262529;2841
0.701;16844;15293;262546;1551
0.0;0;0;262553;0
0.442;118610;73664;262555;44946
0.06;213865;37043;262556;176822
0.143;161880;53418;262566;108462
0.204;231809;78451;262567;153358
0.782;37469;33206;262572;4263
0.126;327993;91234;262584;236759
0.0;0;0;262589;0
0.0;0;0;262590;0
0.091;317086;81407;262595;235679
0.057;212116;53797;262605;158319
0.496;66294;39152;262611;27142
0.366;133945;100457;262616;33488
0.0;0;0;262617;0
0.934;7448;6961;262620;487
0.046;293507;50383;262624;243124
0.43;8360;3691;262630;4669
0.0;0;0;262633;0
0.197;485466;179843;262635;305623
0.0;0;0;262636;0
0.0;0;0;262638;0
1.0;2961;2961;262640;0
0.0;0;0;262648;0
0.0;0;0;262671;0
0.205;169449;69569;262685;99880
0.067;340019;116623;262688;223396
0.0;0;0;262729;0
0.352;421668;95224;262780;326444
0.088;330868;79168;262801;251700
0.101;75430;3117;262806;72313
0.0;0;0;262811;0
0.074;334027;77601;262818;256426
0.0;0;0;262822;0
0.21;142595;47294;262831;95301
0.16;251590;66537;262834;185053
0.204;166549;43741;262840;122808
0.077;132840;26511;262854;106329
0.348;806458;247673;262863;558785
0.148;246531;34845;262865;211686
0.0;0;0;262879;0
0.105;161894;46751;262884;115143
0.068;100923;20271;262994;80652
0.254;179678;70576;262997;109102
0.045;86967;18251;263013;68716
0.074;50531;20808;263015;29723
0.113;32810;4089;263035;28721
0.192;214737;64818;263047;149919
0.094;188941;48369;263055;140572
0.421;31010;15462;263067;15548
0.119;78832;36730;263087;42102
0.653;46770;26478;263089;20292
0.0;0;0;263105;0
0.073;112904;37206;263108;75698
0.132;425180;103176;263109;322004
0.471;121346;88549;263111;32797
0.591;80038;55681;263122;24357
0.0;0;0;263124;0
0.0;0;0;263127;0
0.371;148631;85754;263129;62877
0.0;0;0;263137;0
0.059;268288;80876;263146;187412
0.197;192964;86617;263150;106347
0.0;0;0;263155;0
0.108;220228;50960;263159;169268
0.683;238492;193600;263172;44892
0.0;0;0;263180;0
0.0;0;0;263201;0
0.675;113991;63959;263216;50032
0.0;0;0;263247;0
0.605;86283;58993;263253;27290
0.188;9806;7468;263254;2338
0.394;27774;16403;263266;11371
0.321;158565;86961;263285;71604
0.4;179076;102946;263288;76130
0.0;0;0;263298;0
0.405;120444;86727;263302;33717
0.0;0;0;263305;0
1.0;17712;8848;263335;8864
0.0;0;0;263344;0
0.114;197656;56164;263353;141492
0.16;13039;967;263392;12072
0.0;0;0;263428;0
1.0;52298;51174;263433;1124
0.0;0;0;263445;0
0.759;130972;57110;263446;73862
0.226;456864;185603;263467;271261
0.725;30509;22931;263517;7578
0.681;54953;44259;263565;10694
0.0;0;0;263573;0
0.149;267838;59403;263585;208435
0.464;104943;46242;263604;58701
0.347;243897;177883;263609;66014
0.464;250819;129823;263617;120996
0.0;0;0;263620;0
1.0;2940;2940;263651;0
1.0;13654;13468;263656;186
0.0;0;0;263717;0
0.0;0;0;263726;0
0.19;96196;26386;263754;69810
0.0;0;0;263795;0
0.0;0;0;263808;0
0.396;234598;150152;263923;84446
0.0;0;0;263944;0
0.091;154939;36051;263957;118888
0.266;128114;39333;263959;88781
0.217;416607;110302;263974;306305
0.297;139883;24215;263987;115668
0.312;303813;81707;264044;222106
0.065;32894;7577;264058;25317
0.0;0;0;264080;0
0.966;38402;30567;264117;7835
0.256;237632;102416;264120;135216
0.541;318217;190327;264141;127890
0.0;0;0;264156;0
0.702;152292;101964;264183;50328
0.342;371313;157576;264199;213737
1.0;207;207;264212;0
0.184;74448;21288;264261;53160
0.0;0;0;264307;0
0.178;81879;34981;264316;46898
0.759;151331;81009;264332;70322
0.0;0;0;264333;0
0.083;97873;31647;264335;66226
0.592;112917;91357;264343;21560
0.527;26585;18252;264346;8333
0.188;308307;207879;264361;100428
0.188;377737;130880;264384;246857
0.401;259545;138339;264397;121206
0.76;64297;57058;264424;7239
0.205;72362;25864;264465;46498
0.0;0;0;264479;0
0.55;152490;115983;264483;36507
0.0;0;0;264485;0
0.004;22507;0;264513;22507
1.0;16;16;264540;0
0.574;153811;88445;264580;65366
0.341;155119;108785;264587;46334
0.16;356499;111355;264600;245144
0.667;112691;72249;264621;40442
0.526;31383;23991;264636;7392
0.0;0;0;264666;0
0.576;73497;40391;264667;33106
0.463;98207;43110;264677;55097
0.168;533430;224438;264702;308992
0.223;8289;7475;264754;814
1.0;2530;1265;264786;1265
0.74;24673;18240;264796;6433
0.0;0;0;264819;0
0.304;355906;131176;264858;224730
0.268;21630;14588;264860;7042
0.246;545715;183940;264903;361775
0.469;304477;146690;264928;157787
0.363;387836;190083;264942;197753
0.282;100738;50403;264955;50335
0.0;0;0;264972;0
0.649;82796;37801;265013;44995
0.435;89414;66589;265031;22825
0.485;155642;103944;265053;51698
0.275;376923;156898;265062;220025
0.445;73454;39396;265074;34058
0.382;123726;54646;265092;69080
0.277;110845;72703;265120;38142
0.574;15415;11388;265133;4027
0.0;0;0;265141;0
0.204;193319;65585;265144;127734
0.704;19527;15883;265152;3644
0.275;44952;36595;265154;8357
0.0;0;0;265157;0
0.136;373035;97941;265158;275094
0.0;0;0;265221;0
0.0;0;0;265232;0
0.106;93184;24125;265267;69059
0.373;132463;105862;265290;26601
0.0;0;0;265292;0
0.333;798476;291847;265299;506629
0.635;19405;13961;265303;5444
0.0;0;0;265304;0
1.0;58499;52515;265309;5984
0.685;59443;43087;265317;16356
0.409;20480;15279;265344;5201
0.047;104393;24108;265475;80285
0.37;186716;88193;265487;98523
0.0;0;0;265531;0
1.0;24097;19053;265613;5044
0.0;0;0;265620;0
0.684;36626;28472;265648;8154
0.31;127651;76181;265649;51470
0.2;227791;92974;265657;134817
0.446;51441;38601;265666;12840
0.0;0;0;265677;0
0.0;0;0;265690;0
0.374;178296;114108;265706;64188
0.295;74899;66600;265716;8299
0.49;50712;43056;265718;7656
0.125;334403;101375;265775;233028
0.642;121996;78173;265779;43823
0.28;105974;57522;265789;48452
0.091;68869;15276;265807;53593
0.0;0;0;265817;0
0.0;0;0;265820;0
0.189;944152;309001;265844;635151
0.0;0;0;265845;0
0.0;0;0;265860;0
0.206;60693;29853;265867;30840
0.0;0;0;265869;0
0.089;94631;33136;265880;61495
1.0;82976;41488;265882;41488
0.103;96968;35751;265883;61217
0.326;237170;123458;265886;113712
0.425;14909;11396;265890;3513
0.0;0;0;265902;0
0.285;179944;88111;265922;91833
0.134;328059;157004;265925;171055
0.168;222083;71699;265981;150384
0.031;43822;7407;265990;36415
0.7;85403;59586;265996;25817
0.46;96059;51341;265999;44718
0.487;418963;223622;266001;195341
0.0;0;0;266007;0
0.0;0;0;266008;0
0.0;0;0;266015;0
0.0;0;0;266023;0
0.387;294938;113600;266027;181338
0.185;32542;15049;266034;17493
0.299;598856;280630;266042;318226
0.0;0;0;266052;0
0.0;0;0;266083;0
0.0;0;0;266091;0
0.686;25330;17600;266118;7730
0.839;54531;29443;266152;25088
0.067;114220;44121;266176;70099
0.387;116721;87325;266199;29396
0.0;0;0;266202;0
1.0;402;402;266256;0
0.228;328912;142816;266285;186096
0.449;273355;132226;266353;141129
0.005;81829;14183;266355;67646
1.0;19585;15129;266357;4456
0.0;0;0;266420;0
1.0;8590;8590;266447;0
0.583;13853;10878;266461;2975
0.0;0;0;266495;0
0.388;8817;6864;266542;1953
0.0;0;0;266553;0
0.169;13102;3384;266573;9718
0.0;0;0;266626;0
0.0;0;0;266663;0
0.189;760668;217371;266665;543297
0.35;91647;44443;266723;47204
0.616;31280;19865;266816;11415
0.231;184762;76321;266849;108441
0.0;0;0;266893;0
0.975;2348;2325;266904;23
0.0;0;0;266907;0
0.137;158631;32113;266995;126518
0.15;60857;11688;267071;49169
1.0;0;0;267108;0
0.253;27211;5798;267138;21413
0.0;0;0;267150;0
0.904;31896;30032;267163;1864
0.0;0;0;267323;0
0.313;449160;177887;267332;271273
0.0;0;0;267336;0
0.137;822705;153305;267344;669400
0.0;0;0;267386;0
0.049;92117;28716;267414;63401
0.0;0;0;267436;0
1.0;9924;9924;267447;0
0.0;0;0;267458;0
0.491;79908;45615;267460;34293
0.0;0;0;267533;0
0.0;0;0;267537;0
1.0;9240;9240;267549;0
0.727;68214;45965;267573;22249
0.145;44828;13332;267576;31496
0.22;325951;227729;267582;98222
0.027;27009;173;267585;26836
0.374;342000;236183;267595;105817
0.0;0;0;267625;0
0.396;395144;192708;267626;202436
0.116;398309;144535;267643;253774
0.0;0;0;267644;0
0.796;290329;212760;267698;77569
0.0;0;0;267711;0
0.646;185833;76953;267717;108880
0.072;61778;36567;267740;25211
0.511;95342;77320;267741;18022
0.103;136306;57926;267743;78380
0.467;94629;66418;267747;28211
0.0;0;0;267759;0
0.476;283692;132632;267762;151060
0.125;206529;29967;267803;176562
0.193;82776;27069;267805;55707
0.267;1065750;313418;267813;752332
0.0;0;0;267814;0
0.0;0;0;267839;0
0.52;24054;19221;267863;4833
0.214;231237;141237;267889;90000
0.233;100481;48657;267892;51824
0.169;41730;25863;267893;15867
0.35;406210;201152;267914;205058
0.809;18252;9250;267915;9002
0.0;0;0;267924;0
0.0;0;0;267929;0
0.931;51244;35700;267938;15544
0.415;99564;58315;267941;41249
0.076;166595;51518;267944;115077
0.186;91816;33790;267946;58026
0.228;815790;237320;267954;578470
0.324;96785;23711;267956;73074
0.413;69448;29262;267959;40186
0.369;135508;61416;267969;74092
0.891;300713;192110;267974;108603
0.399;1645017;468822;267981;1176195
0.0;0;0;267983;0
0.187;226582;58191;268007;168391
0.784;66007;42130;268021;23877
0.693;21044;12430;268032;8614
0.173;5960;3907;268034;2053
0.278;222824;125239;268043;97585
0.258;201221;86974;268055;114247
0.482;222620;142094;268077;80526
0.162;53866;37092;268088;16774
0.441;100582;65218;268090;35364
0.236;577318;206660;268100;370658
0.0;0;0;268135;0
0.402;115359;39898;268139;75461
0.935;65377;62847;268148;2530
0.424;206341;106194;268156;100147
0.338;187471;66919;268162;120552
0.0;0;0;268173;0
0.273;267936;90406;268179;177530
0.286;597622;305913;268189;291709
0.547;168242;78020;268223;90222
0.205;705220;236687;268229;468533
0.261;83781;48332;268237;35449
0.146;227320;77622;268280;149698
0.211;69589;24994;268281;44595
0.096;200224;71867;268312;128357
0.0;0;0;268316;0
0.8;31080;15573;268338;15507
1.0;0;0;268342;0
0.52;92635;65291;268345;27344
0.0;0;0;268347;0
0.0;0;0;268354;0
0.302;190182;105638;268355;84544
0.0;0;0;268422;0
0.0;0;0;268427;0
0.0;0;0;268461;0
0.661;24078;13109;268509;10969
0.491;189911;108543;268563;81368
0.16;39775;25877;268574;13898
0.428;420575;237296;268585;183279
0.0;0;0;268598;0
0.0;0;0;268636;0
0.858;90730;61554;268639;29176
0.318;694116;222007;268652;472109
0.0;0;0;268668;0
0.0;0;0;268680;0
0.505;81909;46734;268727;35175
0.472;611155;325418;268764;285737
0.542;40030;35171;268791;4859
0.367;306753;178816;268797;127937
0.0;0;0;268800;0
0.57;33507;30311;268817;3196
0.35;95782;72799;268822;22983
0.0;0;0;268873;0
0.493;268314;155688;268893;112626
0.113;58877;14786;268897;44091
0.038;73784;21647;268900;52137
0.104;85161;35450;268901;49711
0.745;69860;63207;268905;6653
0.324;269752;133071;268915;136681
0.663;43358;32202;268988;11156
0.0;0;0;269002;0
0.0;0;0;269003;0
0.042;17867;5157;269008;12710
0.139;470380;119776;269012;350604
0.656;137203;80333;269057;56870
0.264;145160;79734;269061;65426
0.126;326944;97884;269082;229060
0.0;0;0;269086;0
0.877;153894;122579;269098;31315
0.0;0;0;269114;0
0.542;16670;14067;269123;2603
0.0;0;0;269146;0
0.0;0;0;269206;0
0.355;10735;9805;269254;930
1.0;4999;4999;269293;0
0.0;0;0;269311;0
0.506;51101;44358;269312;6743
0.343;499026;193980;269324;305046
0.322;269371;88165;269328;181206
0.106;26820;16637;269341;10183
0.343;55499;28652;269344;26847
0.208;1103593;370599;269345;732994
0.242;1049227;316724;269347;732503
0.0;0;0;269379;0
0.324;82657;62583;269384;20074
0.391;100500;77486;269386;23014
0.296;29592;23567;269398;6025
0.573;122084;32973;269407;89111
0.063;32048;10200;269462;21848
0.56;89413;50485;269469;38928
0.464;145231;120672;269476;24559
0.486;88903;70302;269480;18601
0.56;130227;89075;269497;41152
0.119;79165;33186;269537;45979
0.101;256809;71544;269538;185265
0.0;0;0;269543;0
0.0;0;0;269545;0
0.928;23352;21431;269548;1921
0.0;0;0;269551;0
0.296;81134;34295;269565;46839
0.314;63796;46088;269587;17708
0.0;0;0;269593;0
0.164;12224;9482;269598;2742
0.575;108386;81052;269616;27334
0.0;0;0;269628;0
0.391;162312;102870;269634;59442
0.0;0;0;269662;0
0.0;0;0;269665;0
0.433;61996;51520;269697;10476
0.083;123831;24820;269701;99011
0.119;425053;165210;269798;259843
0.265;162449;67419;269807;95030
0.191;253490;72460;269809;181030
0.337;28294;24429;269810;3865
0.319;80558;59708;269846;20850
0.216;113143;45580;269851;67563
0.24;185173;62071;269852;123102
0.78;68874;37053;269864;31821
1.0;9414;6884;269868;2530
0.0;0;0;269872;0
1.0;3291;3291;269888;0
0.0;0;0;269902;0
0.0;0;0;269913;0
0.293;71921;35931;269914;35990
0.459;429528;200138;269929;229390
0.0;0;0;269931;0
0.251;342982;162046;270011;180936
0.062;127972;31150;270039;96822
0.281;580551;221543;270041;359008
0.879;43105;38571;270075;4534
0.0;0;0;270077;0
0.0;0;0;270079;0
0.491;53253;33990;270095;19263
0.392;134568;99468;270099;35100
1.0;50259;16617;270104;33642
0.0;0;0;270107;0
0.0;0;0;270124;0
0.0;0;0;270187;0
0.0;0;0;270189;0
0.114;82423;40410;270261;42013
0.0;0;0;270286;0
0.171;56450;18756;270291;37694
0.0;0;0;270292;0
0.756;3910;3251;270325;659
0.48;13950;9541;270339;4409
0.872;82617;45787;270381;36830
1.0;12350;12350;270490;0
0.0;0;0;270495;0
0.287;23523;9171;270498;14352
0.0;0;0;270519;0
0.373;186852;120401;270561;66451
0.0;0;0;270566;0
0.526;132345;77162;270639;55183
1.0;13871;13870;270640;1
0.103;346884;137729;270643;209155
0.031;108031;14726;270664;93305
0.0;0;0;270680;0
0.0;0;0;270692;0
0.385;7043;1667;270693;5376
0.754;120546;111342;270696;9204
0.0;0;0;270760;0
0.284;206858;78418;270762;128440
0.225;548049;109888;270772;438161
0.298;203974;87983;270779;115991
0.0;0;0;270811;0
0.85;4673;3705;270866;968
0.072;240461;68985;270901;171476
0.0;0;0;270913;0
1.0;0;0;270916;0
0.215;73794;14985;270979;58809
0.46;217585;138597;270993;78988
0.403;79547;54662;271003;24885
0.0;0;0;271153;0
0.19;21004;6402;271176;14602
0.06;79866;17525;271181;62341
0.086;227667;89861;271207;137806
0.365;77067;40321;271227;36746
0.254;162788;71250;271235;91538
0.107;413417;165680;271244;247737
0.0;0;0;271250;0
0.0;0;0;271286;0
0.0;0;0;271326;0
0.12;175782;50603;271332;125179
0.221;24936;20582;271335;4354
0.0;0;0;271370;0
0.431;28942;14497;271372;14445
0.437;7256;6215;271384;1041
0.017;98866;16427;271395;82439
0.199;411526;98436;271398;313090
0.0;0;0;271403;0
0.25;418835;144691;271419;274144
0.379;327048;231535;271426;95513
0.161;254041;81088;271440;172953
0.0;0;0;271445;0
0.52;19205;9113;271448;10092
0.587;96362;70731;271477;25631
0.123;368032;105250;271488;262782
0.031;12002;8228;271539;3774
0.593;25067;15856;271545;9211
1.0;1265;1265;271561;0
0.0;0;0;271569;0
0.0;0;0;271574;0
0.0;0;0;271596;0
0.12;258105;99919;271619;158186
0.246;589425;174214;271636;415211
0.527;90353;39431;271640;50922
0.573;305292;164440;271643;140852
0.527;171946;130215;271644;41731
0.186;267993;117010;271648;150983
0.471;110017;48709;271650;61308
0.934;196692;139322;271663;57370
0.0;0;0;271688;0
0.411;253600;118727;271698;134873
0.978;46189;21223;271710;24966
0.045;38908;11485;271715;27423
0.203;157606;48267;271727;109339
0.453;337963;201978;271734;135985
0.291;319397;131594;271739;187803
1.0;41488;41488;271774;0
0.275;723367;224271;271779;499096
0.188;235200;89715;271786;145485
0.0;0;0;271835;0
0.0;0;0;271847;0
0.04;103460;36079;271863;67381
0.227;81066;23033;271888;58033
0.0;0;0;271904;0
0.163;21453;11385;271916;10068
0.207;82864;24087;271919;58777
0.354;384373;153856;271926;230517
0.0;0;0;271929;0
0.284;105390;41552;271933;63838
0.07;213447;46159;271934;167288
0.539;66862;38203;271945;28659
0.283;73851;43636;271968;30215
0.216;113763;55882;271974;57881
0.504;50708;43495;271987;7213
0.0;0;0;272009;0
0.0;0;0;272027;0
0.0;0;0;272067;0
0.513;187811;62355;272092;125456
0.248;1184710;337588;272114;847122
0.458;80254;60826;272118;19428
0.405;787133;303617;272123;483516
0.0;0;0;272132;0
0.4;314469;103121;272137;211348
0.0;0;0;272142;0
0.957;1846;1809;272143;37
0.439;37529;28663;272160;8866
0.0;0;0;272164;0
0.821;112972;62160;272197;50812
0.133;98745;29148;272211;69597
0.0;0;0;272219;0
0.0;0;0;272233;0
1.0;6658;5362;272242;1296
0.654;124745;83355;272262;41390
0.154;235892;67452;272282;168440
0.042;116462;17470;272343;98992
0.0;0;0;272399;0
0.182;45997;21625;272441;24372
0.284;267412;103684;272526;163728
0.334;171627;45364;272534;126263
1.0;3611;3611;272575;0
1.0;9132;4566;272610;4566
0.251;311129;144832;272614;166297
0.0;0;0;272644;0
0.371;100437;63339;272657;37098
0.344;111662;51721;272658;59941
0.0;0;0;272685;0
0.432;67884;34582;272697;33302
0.516;69891;20867;272735;49024
0.0;0;0;272744;0
0.174;8691;5307;272809;3384
0.0;0;0;272831;0
1.0;0;0;272839;0
0.0;0;0;272842;0
0.363;44258;30233;272912;14025
0.252;13509;5472;272960;8037
1.0;16363;11532;272986;4831
0.238;138584;51137;272995;87447
0.699;7972;7236;273024;736
0.0;0;0;273081;0
0.0;0;0;273101;0
0.142;66366;1729;273122;64637
0.114;262864;77712;273134;185152
0.329;363165;159656;273272;203509
0.41;161405;63012;273297;98393
0.389;282537;128955;273300;153582
0.641;12668;9222;273303;3446
0.467;169985;107139;273315;62846
0.436;54254;35947;273318;18307
0.174;67479;25331;273320;42148
0.31;203917;125384;273332;78533
0.263;275074;132176;273337;142898
0.0;0;0;273341;0
0.545;244816;98983;273355;145833
0.144;79479;23647;273361;55832
0.0;0;0;273391;0
1.0;32796;26313;273414;6483
0.112;224300;96245;273460;128055
0.0;0;0;273479;0
1.0;1011;1011;273481;0
0.776;36613;33579;273489;3034
0.444;60928;20161;273498;40767
0.169;23714;9316;273559;14398
0.0;0;0;273566;0
0.562;26935;22930;273577;4005
0.187;204824;90172;273587;114652
0.1;283341;96495;273624;186846
0.0;0;0;273631;0
0.36;33132;20723;273670;12409
0.0;0;0;273671;0
0.667;41987;30511;273675;11476
0.0;0;0;273682;0
0.249;565471;119120;273685;446351
0.115;111670;47540;273720;64130
0.073;109952;37206;273732;72746
0.012;114497;9311;273748;105186
0.155;284181;63618;273753;220563
0.123;243830;60090;273766;183740
0.117;319863;92693;273769;227170
0.364;234326;79350;273788;154976
0.105;336989;55747;273851;281242
0.113;235811;52348;273858;183463
0.0;0;0;273872;0
0.149;295459;81554;273892;213905
0.0;0;0;273895;0
0.344;180870;98929;273917;81941
0.101;414243;84796;273928;329447
0.29;8717;8292;273947;425
0.0;0;0;273951;0
0.248;15850;8435;273962;7415
0.235;363264;130167;273987;233097
0.0;0;0;274031;0
0.273;97138;32791;274055;64347
0.336;297193;171728;274088;125465
0.0;0;0;274102;0
0.274;549464;160444;274108;389020
0.0;0;0;274111;0
0.701;52425;41904;274124;10521
0.0;0;0;274168;0
0.005;26595;12542;274187;14053
0.222;443319;186984;274200;256335
0.254;153835;92564;274217;61271
0.0;0;0;274226;0
0.342;260543;113971;274229;146572
0.189;408505;131157;274237;277348
0.596;134683;88132;274238;46551
0.42;17452;13118;274241;4334
0.125;9500;578;274245;8922
0.0;0;0;274253;0
0.0;0;0;274268;0
0.435;57457;48230;274270;9227
0.716;167801;69916;274279;97885
0.583;217553;90868;274280;126685
0.674;29629;22552;274286;7077
0.609;24592;19602;274295;4990
0.346;210574;112950;274297;97624
0.555;197622;147294;274314;50328
0.0;0;0;274315;0
0.62;119049;71374;274317;47675
0.42;64056;49785;274319;14271
0.42;92159;58360;274324;33799
0.457;89114;45127;274328;43987
0.0;0;0;274345;0
0.589;25719;20237;274403;5482
0.265;628847;218046;274426;410801
0.0;0;0;274445;0
0.02;29699;13744;274458;15955
0.0;0;0;274479;0
0.0;0;0;274501;0
0.506;117882;55252;274512;62630
0.193;382594;159136;274514;223458
0.0;0;0;274515;0
0.394;144026;69300;274550;74726
0.274;51730;44902;274568;6828
1.0;8861;8861;274579;0
0.135;77565;19970;274590;57595
0.345;112552;80604;274596;31948
0.732;22287;12342;274600;9945
0.598;57104;45856;274611;11248
0.0;0;0;274616;0
0.163;535848;151191;274620;384657
0.0;0;0;274637;0
1.0;45165;45165;274642;0
0.688;71109;46406;274645;24703
0.245;225224;104888;274650;120336
0.0;0;0;274656;0
0.283;538532;193127;274663;345405
0.686;140540;101975;274669;38565
0.449;201095;101342;274670;99753
0.285;142537;69370;274680;73167
0.266;365957;191799;274745;174158
0.144;291524;88091;274748;203433
0.0;0;0;274783;0
0.0;0;0;274791;0
0.156;187017;43500;274810;143517
0.207;72528;39301;274811;33227
1.0;281;281;274838;0
0.089;193752;55668;274844;138084
0.0;0;0;274857;0
0.95;10009;9780;274859;229
0.0;0;0;274862;0
0.047;75813;34313;274887;41500
0.254;97484;43498;274923;53986
0.63;47121;40791;274949;6330
1.0;474;474;275028;0
0.633;225531;166530;275055;59001
0.773;19664;10185;275059;9479
0.677;113672;85202;275075;28470
0.642;142769;84561;275078;58208
0.0;0;0;275103;0
0.0;0;0;275116;0
0.907;10894;8650;275138;2244
0.379;17892;13305;275149;4587
0.0;0;0;275156;0
0.085;56167;16150;275170;40017
0.505;79639;69173;275194;10466
0.801;74615;63950;275216;10665
0.0;0;0;275244;0
0.0;0;0;275249;0
1.0;0;0;275291;0
0.0;0;0;275325;0
0.0;0;0;275333;0
0.0;0;0;275381;0
0.19;204131;74252;275385;129879
1.0;0;0;275392;0
0.0;0;0;275394;0
0.0;0;0;275407;0
